,,,,,,,,,,,,,,,,,,,,,,
دیده بان بازار : 1404/09/19 - زمان آخرین معامله : 16:50:47,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
طملت9031,اختيارف وبملت-1200-1404/09/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,465527,480
طسپا1251,اختيارف خساپا-700-1404/12/26,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
فالوم,آلومتك,496,8589768,64089334500,7330,7440,7540,210.00,2.86,7460,130.00,1.77,7260,7540,-1,-7460,1,2868,7540,7640,8500,2
طاساس1021,اختيارف آساس-60000-14041029,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,21,0,0,0
كاله06,اجاره سوليكو كاله14060511,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,1000000,1010000,5000,1
كارا,صندوق س. كارا -د,6483,775526775,2.2288E+13,28691,28730,28731,40.00,0.14,28739,48.00,0.17,28726,28754,,,2,299767499,28730,28731,24270942,1
ضجار1232,اختيارخ وتجارت-400-1404/12/19,5,1844,324170000,149,160,177,28.00,18.79,176,27.00,18.12,160,180,,,2,60,177,185,600,2
شپترو,پتروشيمي آبادان,240,19093124,25450281579,1297,1334,1335,38.00,2.93,1333,36.00,2.78,1311,1335,-1522,-0.88,1,37793,1323,1354,50000,1
ميهنح2,ح . بيمه ميهن,2,55493629,75304854553,1398,1357,1357,-41.00,-2.93,1357,-41.00,-2.93,1357,1357,,,0,0,0,0,0,0
طموج1037,اختيارف موج-32000-14041021,17,711,1014215000,2015,1449,1534,-481.00,-23.87,1426,-589.00,-29.23,1242,1534,,,1,32,1450,2333,5,1
ضتيام1212,اختيارخ تيام-10000-14041224,0,0,0,6384,0,6300,-84.00,-1.32,6384,0,0,0,0,,,1,1,6500,7898,100,1
ضخود1152,اختيارخ خودرو-500-1404/11/01,808,267532,31964469000,108,110,122,14.00,12.96,119,11.00,10.19,104,124,,,1,1000,121,123,102,3
تداوم,صندوق تداوم اطمينان تمدن-ثابت,671,142210268,2.91932E+12,20501,20528,20529,28.00,0.14,20528,27.00,0.13,20528,20529,,,1,271597710,20528,20529,47909050,1
ضفار1000,اختيارخ فارس-6000-1404/10/10,1,10,43640000,3500,4364,4364,864.00,24.69,4364,864.00,24.69,4364,4364,,,1,7,3500,0,0,0
قرن,پديده شيمي قرن,508,4393031,72005001620,16470,16630,16440,-30.00,-0.18,16390,-80.00,-0.49,16240,16740,2023,8.1,1,41936,16310,16440,35233,1
ضوتعاون908,اختيارخ وتعاون-2200-14040930,0,0,0,30,0,30,0,0,30,0,0,0,0,,,1,100,1,50,34,1
طتيام1003,اختيارف تيام-12000-14041029,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
عسبلان,سلف موازي آرتا جوجه سبلان,1,100,293454900,2723627,2934549,2934549,"210,922.00",7.74,2934549,"210,922.00",7.74,2934549,2934549,,,1,12500,2933475,2992144,12500,1
ضملت9029,اختيارخ وبملت-1000-1404/09/19,70,24510,8007870000,307,328,323,16.00,5.21,327,20.00,6.51,313,333,,,4,3434,323,330,4,1
طسپا1041,اختيارف خساپا-550-1404/10/24,0,0,0,165,0,165,0,0,165,0,0,0,0,,,1,11,11,0,0,0
كيمياتك,آريان كيميا تك,570,6912982,72861381280,10370,10490,10680,310.00,2.99,10540,170.00,1.64,10330,10680,1252,8.42,6,593364,10680,0,0,0
وثخوز,سرمايه گذاري و توسعه خوزستان,10,179067,1255259670,7220,7010,7010,-210.00,-2.91,7010,-210.00,-2.91,7010,7010,-87,-80.57,0,0,0,7010,253160,11
طلا4,صندوق س.پشتوانه طلاي لوتوس,1,3175327,1.38291E+12,893565,435518,435518,"-458,047.00",-51.26,435518,"-458,047.00",-51.26,435518,435518,,,0,0,0,0,0,0
ضمخا9002,اختيارخ اخابر-320-1404/09/19,3,240,45600000,187,190,190,3.00,1.60,190,3.00,1.60,190,190,,,1,200,180,0,0,0
ضجار1072,اختيارخ وتجارت-380-1404/10/17,0,0,0,147,0,147,0,0,147,0,0,0,0,,,1,180,145,0,0,0
ضملي1411,اختيارخ فملي-10000-1404/11/01,113,2485,2906165000,1119,1000,1225,106.00,9.47,1169,50.00,4.47,1000,1300,,,1,2,1042,1225,78,2
قصفها,قنداصفهان‌,645,56557442,75970483067,1306,1345,1343,37.00,2.83,1343,37.00,2.83,1322,1345,172,7.81,1,247615,1343,1343,1037333,6
طذوب1213,اختيارف ذوب-300-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضجهش1019,اختيارخ جهش-7000-1404/10/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
وكغدير,بين المللي توسعه ص. معادن غدير,559,6570999,22685768178,3416,3366,3459,43.00,1.26,3423,7.00,0.20,3366,3499,457,7.49,1,146528,3445,3459,92417,1
طتوان915,اختيارف توان-28000-14040923,33,285953,973917500,1080,881,303,-777.00,-71.94,341,-739.00,-68.43,250,881,,,2,60001,303,350,20100,1
شدوص,دوده‌ صنعتي‌ پارس‌,344,10601539,49676896476,4555,4600,4691,136.00,2.99,4686,131.00,2.88,4581,4691,689,6.8,1,1098,4625,4692,1200,1
ضخود1309,اختيارخ خودرو-550-1404/10/03,13141,5600085,2.9513E+11,47,48,55,8.00,17.02,53,6.00,12.77,46,56,,,5,5000,54,55,35757,45
وبازار,صندوق س شاخصي بازارآشنا,52,181964,5577603200,30220,29350,30800,580.00,1.92,30650,430.00,1.42,29350,30890,,,1,2000,30350,30890,1817,2
ضفزر1224,اختيارخ فزر-130000-14041210,41,170,925541000,9479,5000,6400,"-3,079.00",-32.48,5444,"-4,035.00",-42.57,4001,6500,,,2,2,4000,6400,1,1
طهرم9018,اختيارف اهرم-22000-1404/09/26,107,14271,167297000,12,10,14,2.00,16.67,12,0,0,8,18,,,1,631,14,15,976,2
صنم2,ص.س.صندوق در صندوق صنم,2,300000,300000,27297,1,1,"-27,296.00",-100.00,1,"-27,296.00",-100.00,1,1,,,0,0,0,0,0,0
عكاتد,سلف كاتد مس افق توسعه معادن,1,3,20581872,6974085,6860624,6860624,"-113,461.00",-1.63,6860624,"-113,461.00",-1.63,6860624,6860624,,,1,2500,6792697,6860624,2497,1
ضتيام1000,اختيارخ تيام-9500-14041029,0,0,0,6700,0,6700,0,0,6700,0,0,0,0,,,1,100,1,0,0,0
زعف0410پ05,زعفران0410نگين زرين(پ),15,3603,6082418506,1685670,1818734,1702890,"17,220.00",1.02,1688154,"2,484.00",0.15,1680000,1818734,,,1,3,1705000,1720000,5,1
خاذين,سايپاآذين‌,161,3235366,7054459304,2135,2169,2179,44.00,2.06,2156,21.00,0.98,2162,2197,-511,-4.22,1,10000,2172,2179,97020,2
ضسپا1131,اختيارخ خساپا-300-1404/11/29,0,0,0,249,0,249,0,0,249,0,0,0,0,,,1,100,230,255,350,1
ضسپا0113,اختيارخ خساپا-340-1405/01/26,17,4071,933611000,213,225,229,16.00,7.51,229,16.00,7.51,220,237,,,1,500,180,236,350,1
مشهد042,مشاركت ش مشهد042-3ماهه18%,0,0,0,985000,0,985000,0,0,985000,0,0,0,0,,,1,4500,985000,0,0,0
ضفزر1015,اختيارخ فزر-120000-14041007,710,34922,12547876000,690,400,460,-230.00,-33.33,359,-331.00,-47.97,256,520,,,1,500,370,500,163,1
اراد2294,مرابحه عام دولت229-ش.خ061028,1,17189781,1.44102E+13,857280,838300,838300,"-18,980.00",-2.21,838300,"-18,980.00",-2.21,838300,838300,,,0,0,0,0,0,0
غبشهر,صنعتي‌ بهشهر,307,23040144,72220125236,3045,3012,3136,91.00,2.99,3135,90.00,2.96,3010,3136,317,9.89,29,7264535,3136,3137,20000,1
ضفزر1223,اختيارخ فزر-120000-14041210,16,188,756660000,5351,4000,4200,"-1,151.00",-21.51,4025,"-1,326.00",-24.78,4000,4200,,,2,2,4000,6900,1,1
زكوثر,سرمايه گذاري كشاورزي كوثر,189,1541335,63965402500,40300,41500,41500,"1,200.00",2.98,41500,"1,200.00",2.98,41500,41500,6319,6.57,72,4221135,41500,69880,142,1
كاج,صندوق س. نوع دوم نو ويرا -د,175,135753374,3.09749E+12,22790,22817,22817,27.00,0.12,22817,27.00,0.12,22817,22818,,,1,120000000,22817,22818,10069394,11
طرويين907,اختيارف رويين-13000-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضاطلس100003,اختيارخ اطلس-60000-14041021,0,0,0,16600,0,16600,0,0,16600,0,0,0,0,,,1,100,1,0,0,0
ضطعام1002,اختيارخ طعام-8500-14041015,0,0,0,4460,0,4460,0,0,4460,0,0,0,0,,,1,10,1000,5110,2,1
قمرو,قند مرودشت‌,396,9173573,39406878892,4207,4240,4333,126.00,3.00,4296,89.00,2.12,4140,4333,629,6.83,26,469475,4333,4362,2800,2
ارزش,صندوق س ارزش آفرين بيدار-سهام,49,129663,3768155390,28600,29090,28900,300.00,1.05,29060,460.00,1.61,28600,29150,,,1,49800,28620,29140,9999,1
دزاگرس,دارويي و نهاده هاي زاگرس دارو,1879,7620730,3.09954E+11,39550,40500,40550,"1,000.00",2.53,40650,"1,100.00",2.78,40050,40700,7302,5.57,8,250596,40400,40500,1000,1
كوير,توليدي فولاد سپيد فراب كوير,428,20460390,33059537400,1597,1612,1620,23.00,1.44,1612,15.00,0.94,1602,1639,224,7.2,1,193413,1620,1623,400000,1
خراسان,پتروشيمي خراسان,250,344539,55941424040,161460,162500,162800,"1,340.00",0.83,161960,500.00,0.31,161540,163480,18845,8.59,2,280,162180,163100,50,1
فلزا2,صندوق س.بخشي صنايع پاداش2-ب,1,1000000,1000000,14962,1,1,"-14,961.00",-99.99,1,"-14,961.00",-99.99,1,1,,,0,0,0,0,0,0
ضستر1231,اختيارخ خگستر-4500-1404/12/06,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,40,150,0,0,0
ضتوان1231,اختيارخ توان-30000-14041224,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
اسياتك4,انتقال داده هاي آسياتك,46,3499144,13317742064,3763,3806,3806,43.00,1.14,3806,43.00,1.14,3806,3806,1066,3.57,0,0,0,3806,475206,2
پشاهن,توليدي پلاستيك‌ شاهين,81,166146,14100457000,89300,84850,84850,"-4,450.00",-4.98,84850,"-4,450.00",-4.98,84850,85950,7916,10.72,0,0,0,0,0,0
ضهمن9020,اختيارخ خبهمن-1700-1404/09/26,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
شگل,گلتاش‌,699,31266712,1.04397E+11,3243,3274,3340,97.00,2.99,3339,96.00,2.96,3274,3340,601,5.56,3,151895,3340,3342,4000,1
طسپا9019,اختيارف خساپا-900-1404/09/26,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,77,0,0,0
ضوتعاون903,اختيارخ وتعاون-1600-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,77,0,0,0
طشنا1233,اختيارف شپنا-6000-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,33,33,0,0,0
كالا,بورس كالاي ايران,2199,60480009,5.42116E+11,8750,8920,8960,210.00,2.40,8960,210.00,2.40,8830,9010,1138,7.87,1,10000,8930,8970,5325,1
بيدار,صندوق س سهامي بيدار-اهرمي,3918,82834061,1.51163E+12,18000,17760,18240,240.00,1.33,18250,250.00,1.39,17720,18540,,,1,440,18240,18270,700,1
صخوز042,صكوك مرابحه فخوز042-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,1000000,0,0,0
ضصاد1170,اختيارخ وبصادر-750-1404/11/21,3,500,6700000,12,13,13,1.00,8.33,13,1.00,8.33,13,14,,,2,1407,5,13,250,1
قثابت,قند ثابت‌ خراسان‌,1433,44122250,94709397477,2106,2169,2141,35.00,1.66,2147,41.00,1.95,2109,2169,440,4.88,1,3000,2111,2144,409411,2
مكرما412,مشاركت ش كرمانشاه412-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
وسبحان2,سرمايه گذاري سبحان,2,30000000,73770000000,2437,2459,2459,22.00,0.90,2459,22.00,0.90,2459,2459,794,3.1,0,0,0,0,0,0
طخود1151,اختيارف خودرو-450-1404/11/01,0,0,0,10,0,10,0,0,10,0,0,0,0,,,8,7020,2,0,0,0
عسنگ1,سلف موازي سنگ آهن مركزي,0,0,0,5050000,0,5050000,0,0,5050000,0,0,0,0,,,1,29000,4900000,0,0,0
كيانا,گروه مالي كيان,815,2789367,18506332500,6500,6510,6600,100.00,1.54,6630,130.00,2.00,6510,6680,1014,6.54,3,285398,6580,6660,440,1
ضذوب9031,اختيارخ ذوب-450-1404/09/19,5,1718,1718000,1,1,1,0,0,1,0,0,1,1,,,0,0,0,1,141543,148
طستر1032,اختيارف خگستر-3500-1404/10/03,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,50,1,0,0,0
عقيق,صندوق سرمايه گذاري عقيق-سهام,10,115126,2041090320,17700,17640,17920,220.00,1.24,17730,30.00,0.17,17640,17940,,,1,10000,17400,17940,3000,1
سپيد,سپيد ماكيان,507,3960418,34654376940,8520,8410,8770,250.00,2.93,8750,230.00,2.70,8410,8770,368,23.78,2,201000,8650,8770,60777,3
طهرم9015,اختيارف اهرم-16000-1404/09/26,1,1,5000,4,5,5,1.00,25.00,5,1.00,25.00,5,5,,,2,154,5,27,26,1
ضجهش1022,اختيارخ جهش-9000-1404/10/10,0,0,0,3969,0,4000,31.00,0.78,3969,0,0,0,0,,,1,100,1,0,0,0
ضتاص0106,اختيارخ تاصيكو-10000-05/01/11,11,110,338300000,1,3430,3040,"3,039.00","303,900.00",3075,"3,074.00","307,400.00",3040,3430,,,1,20,2850,3990,35,1
ضذوب1020,اختيارخ ذوب-450-1404/10/17,993,487009,6686417000,12,11,14,2.00,16.67,14,2.00,16.67,11,16,,,1,500,14,15,3900,6
طملت1209,اختيارف وبملت-1700-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طخود1152,اختيارف خودرو-500-1404/11/01,2,29,580000,8,20,20,12.00,150.00,20,12.00,150.00,20,20,,,2,50,6,20,515,1
ضهمن9018,اختيارخ خبهمن-1500-1404/09/26,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,33,33,0,0,0
عدرپاد3,سلف ميلگرد درپاد,0,0,0,3653572,0,3653572,0,0,3653572,0,0,0,0,,,1,5255,3493080,3562941,5255,1
طهرم9013,اختيارف اهرم-14000-1404/09/26,4,1224,4896000,6,4,4,-2.00,-33.33,4,-2.00,-33.33,4,4,,,1,176,5,60,600,1
طتيام1218,اختيارف تيام-16000-14041224,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,0,0,0
طوتعاون1102,اختيارف وتعاون-1500-14041126,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
يكم,صندوق س. درسهام اطلس-س,25,71541,751622710,10393,10460,10530,137.00,1.32,10506,113.00,1.09,10460,10629,,,1,491,10530,10629,8642,1
طموج1225,اختيارف موج-30000-14041224,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
دقاضي,داروسازي شهيد قاضي,165,4888331,36048573480,7170,7090,7380,210.00,2.93,7370,200.00,2.79,7080,7380,1087,6.78,1,80000,7380,7520,1900,1
طموج917,اختيارف موج-34000-14040923,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,33,33,0,0,0
عكرمان4,سلف استاندارد خودروي كرمان,0,0,0,1822193,0,1822193,0,0,1822193,0,0,0,0,,,1,50000,1858532,1893844,50000,1
محتشم,نساجي هديه البرز مشهد,1721,4021974,1.66854E+11,42520,42000,41250,"-1,270.00",-2.99,41490,"-1,030.00",-2.42,41250,42320,4891,8.48,1,125,40210,41250,1562550,695
وصنا,گروه‌صنايع‌بهشهرايران‌,706,47760994,1.28649E+11,2630,2675,2708,78.00,2.97,2694,64.00,2.43,2628,2708,188,14.33,80,29133212,2708,2712,1860,1
ضرويين908,اختيارخ رويين-14000-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضرويين909,اختيارخ رويين-15000-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ونوين,بانك‌اقتصادنوين‌,1364,59004650,2.83292E+11,4748,4725,4778,30.00,0.63,4801,53.00,1.12,4703,4857,1392,3.45,2,57695,4777,4788,38123,1
وخاور,بانك خاورميانه,354,31614400,86109127993,2720,2671,2724,4.00,0.15,2723,3.00,0.11,2671,2738,692,3.93,1,69988,2721,2729,800000,2
ضتوان1103,اختيارخ توان-22000-14041126,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
صفارس840,صكوك اجاره فارس840-بدون ضامن,0,0,0,909621,0,909621,0,0,909621,0,0,0,0,,,1,10500,909621,0,0,0
ضهمن1127,اختيارخ خبهمن-1100-1404/11/29,1,4,2644000,740,661,661,-79.00,-10.68,661,-79.00,-10.68,661,661,,,1,996,665,760,16,1
هانيكو08,مرابحه هامون نايزه 080901,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
صجم607,صكوك مرابحه جم607-6ماهه 18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,6000,990000,1000000,1410,1
طستر1027,اختيارف خگستر-2400-1404/10/03,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,50,1,0,0,0
طذوب1015,اختيارف ذوب-320-1404/10/17,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضهرم1254,اختيارخ اهرم-28000-1404/12/26,1,9,58320000,4527,6480,6480,"1,953.00",43.14,6480,"1,953.00",43.14,6480,6480,,,1,5,4002,0,0,0
وبانك,سرمايه گذاري گروه توسعه ملي,1073,19616869,1.42231E+11,7180,7160,7260,80.00,1.11,7250,70.00,0.97,7140,7360,1905,3.81,3,38673,7210,7270,518726,5
زعف0510پ26,زعفران0510نگين بديعي(پ),114,95429,1.64981E+11,1717991,1725000,1736000,"18,009.00",1.05,1728840,"10,849.00",0.63,1720000,1743000,,,1,500,1725104,1742950,1000,1
ضملت0134,اختيارخ وبملت-1900-1405/01/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ططعام1007,اختيارف طعام-12000-14041015,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,0,0,0
ضذوب1215,اختيارخ ذوب-340-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,25,25,119,500,1
صعبيد069,صكوك مرابحه دعبيد069-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,1000,1000000,1010000,994,1
ولبهمن,شركت بهمن ليزينگ,396,22838713,65065401946,2831,2845,2914,83.00,2.93,2849,18.00,0.64,2747,2915,598,4.76,1,16182,2832,2914,264635,1
ضفزر1222,اختيارخ فزر-110000-14041210,6,11,109635000,8999,9990,9787,788.00,8.76,9967,968.00,10.76,9787,9990,,,1,1,6100,9787,9,1
ضملي1403,اختيارخ فملي-5000-1404/11/01,0,0,0,5772,0,5772,0,0,5772,0,0,0,0,,,1,2,4005,0,0,0
درين2,صندوق س. درين بها بازار-د,10,75000000,75000000,20544,1,1,"-20,543.00",-100.00,1,"-20,543.00",-100.00,1,1,,,0,0,0,0,0,0
آگاس2,صندوق س.هستي بخش آگاه-س,2,200000,200000,242362,1,1,"-242,361.00",-100.00,1,"-242,361.00",-100.00,1,1,,,0,0,0,0,0,0
ضتاص0112,اختيارخ تاصيكو-16000-05/01/11,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,33,33,780,37,1
شبريز,پالايش نفت تبريز,2824,20603415,4.80138E+11,23180,23180,23410,230.00,0.99,23300,120.00,0.52,22840,23560,5112,4.56,1,1000,23400,23410,14459,2
ضستا1134,اختيارخ شستا-610-1404/11/08,0,0,0,790,0,790,0,0,790,0,0,0,0,,,1,100,1,985,100,1
هيبريد,صندوق س آسمان خاورميانه-مختلط,155,1790759,30360637120,16850,17300,17000,150.00,0.89,16950,100.00,0.59,16790,17300,,,1,589,16970,17020,122171,1
ضجهش1027,اختيارخ جهش-14000-1404/10/10,22,193,239608000,1149,1109,1110,-39.00,-3.39,1241,92.00,8.01,1073,1446,,,2,210,1035,1110,48,1
طذوب1217,اختيارف ذوب-380-1404/12/19,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ططعام1004,اختيارف طعام-9500-14041015,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضستا2049,اختيارخ شستا-1200-1405/02/09,3,111,50065000,270,451,451,181.00,67.04,451,181.00,67.04,451,455,,,1,1,451,0,0,0
ضجار1228,اختيارخ وتجارت-320-1404/12/19,6,1520,375850000,219,239,258,39.00,17.81,247,28.00,12.79,239,258,,,1,100,1,258,350,1
وبملت4,بانك ملت,152,17606227,23997287401,1327,1363,1363,36.00,2.71,1363,36.00,2.71,1363,1363,813,1.68,0,0,0,1363,75092612,219
ضملت9034,اختيارخ وبملت-1500-1404/09/19,2,15,15000,1,1,1,0,0,1,0,0,1,1,,,0,0,0,1,15860,20
طموج912,اختيارف موج-24000-14040923,13,3424,26980000,34,1,1,-33.00,-97.06,8,-26.00,-76.47,1,10,,,0,0,0,7,200,1
آلوم رول06,مرابحه صنايع آلوم رول060223,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
طتيام1005,اختيارف تيام-14000-14041029,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
مكرما512,مشاركت ش كرمانشاه512-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,4000,1000000,0,0,0
طخاور904,اختيارف خاور-850-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,50,1
طستا1050,اختيارف شستا-1210-1404/10/10,198,88058,114961000,2,2,2,0,0,1,-1.00,-50.00,1,2,,,50,48071,1,2,46535,47
طفزر1012,اختيارف فزر-95000-14041007,65,699,1822326000,1087,2289,1701,614.00,56.49,2607,"1,520.00",139.83,1701,3947,,,1,14,1701,3000,20,1
طجهش1215,اختيارف جهش-10000-1404/12/13,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
كخاك4,صنايع‌خاك‌چيني‌ايران‌,1,5000,110500000,22380,22100,22100,-280.00,-1.25,22100,-280.00,-1.25,22100,22100,2603,8.49,4,52650,22100,0,0,0
كوثر,بيمه كوثر,629,34300619,69873338741,2003,1991,2045,42.00,2.10,2037,34.00,1.70,1991,2060,857,2.38,1,73000,2041,2045,424911,1
ضفار1209,اختيارخ فارس-13000-1404/12/13,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضپناه903,اختيارخ پناه-12000-14040923,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
بكام,كارخانجات توليدي شهيد قندي,335,10284490,28324947796,2704,2730,2784,80.00,2.96,2754,50.00,1.85,2710,2785,23,119.74,1,15403,2784,2785,302044,5
ضهرم0133,اختيارخ اهرم-30000-1405/01/26,0,0,0,3655,0,3655,0,0,3655,0,0,0,0,,,1,300,1009,5200,9,1
طوتعاون910,اختيارف وتعاون-2600-14040930,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
وآوا,سرمايه گذاري آوا نوين,172,1791856,9065165760,5100,4980,5050,-50.00,-0.98,5070,-30.00,-0.59,4980,5190,466,10.88,1,10000,5050,5100,970,1
والبر4,سرمايه‌ گذاري‌ البرز(هلدينگ‌,3,26314,55496226,2049,2109,2109,60.00,2.93,2109,60.00,2.93,2109,2109,465,4.54,8,1401686,2109,0,0,0
تاپيكو,س. نفت و گاز و پتروشيمي تأمين,1793,53062754,9.94872E+11,18230,18340,18770,540.00,2.96,18750,520.00,2.85,18250,18770,2011,9.32,194,14229432,18770,18800,2000,1
طذوب1147,اختيارف ذوب-450-1404/11/21,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,21,0,0,0
طفرابورس1100,اختيارف فرابورس-2800-14041105,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
وشهر2,بانك شهر,1,516029523,1.59969E+12,3136,3100,3100,-36.00,-1.15,3100,-36.00,-1.15,3100,3100,1066,2.91,0,0,0,0,0,0
كروي,توسعه‌ معادن‌ روي‌ ايران‌,68,2156844,8066596560,3632,3740,3740,108.00,2.97,3686,54.00,1.49,3740,3740,1127,3.27,370,97307603,3740,0,0,0
آسمان06,مرابحه آسمان بيكران هشتم060712,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
اراد2404,مرابحه عام دولت240-ش.خ060929,2,46757152,3.94192E+13,841540,842965,843160,"1,620.00",0.19,843062,"1,522.00",0.18,842965,843160,,,0,0,0,0,0,0
خفولا,خدمات فني فولاد يزد,998,13826387,2.24998E+11,15840,16310,16310,470.00,2.97,16270,430.00,2.71,15850,16310,581,28,36,709939,16310,16960,3,1
روژين06,مرابحه داروسازي روژين061116,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,999900,1010000,5000,1
صدوچرخ61,صكوك مرابحه دوچرخ61-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,3600,990000,1000000,3600,1
طتاص1104,اختيارف تاصيكو-8000-04/11/01,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضستا0140,اختيارخ شستا-1700-1405/01/11,0,0,0,45,0,45,0,0,45,0,0,0,0,,,1,100,1,140,50,1
ضفلا1220,اختيارخ فولاد-3000-1404/12/13,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,5,0,0,0
كفرا,فراورده‌ هاي‌ نسوزايران‌,237,37068687,75731327541,1984,2043,2043,59.00,2.97,2043,59.00,2.97,2043,2043,-278,-7.35,741,274126078,2043,0,0,0
